Protein_1	Protein_2	Interaction_label
HSP90AA1	STUB1	1
HSP90AA1	SUGT1	1
HSP90AA1	TERT	1
HSP90AA1	TP53	1
HSP90AA1	TTC4	1
HSP90AA1	TUBA1A	1
HSP90AA1	TUBB	1
HSP90AA1	TUBB4B	1
HSP90AA1	TUBG1	1
HSP90AA1	UNC45A	1
HSP90AA1	VCP	1
HSP90AA1	VEGFA	1
HSP90AB1	HSPA1A	1
HSP90AB1	HSPA1B	1
HSP90AB1	HSPA8	1
HSP90AB1	LIMK1	1
HSP90AB1	NR3C1	1
HSP90AB1	NR3C2	1
HSP90AB1	PPID	1
HSP90AB1	PPP5C	1
HSP90AB1	PTGES3	1
HSP90AB1	RIPK1	1
HSP90AB1	SRC	1
HSP90AB1	SUGT1	1
HSP90AB1	TP53	1
HSP90AB1	UNC45A	1
HSP90AB1	VCP	1
HSP90B1	HSPA5	1
HSP90B1	LRP1	1
HSP90B1	OS9	1
HSP90B1	P4HB	1
HSP90B1	PPIB	1
HSP90B1	SUGT1	1
HSPA1A	HSPA2	1
HSPA1A	HSPA8	1
HSPA1A	HSPBP1	1
HSPA1A	HSPD1	1
HSPA1L	RANBP2	1
HSPA1L	SIRT1	1
HSPA2	HSPA8	1
HSPA2	HSPA9	1
HSPA2	HSPH1	1
HSPA4	HSPA8	1
HSPA4	HSPBP1	1
HSPA4	OLR1	1
HSPA4	SNCA	1
HSPA4	STUB1	1
HSPA4L	HSPA8	1
HSPA5	HSPH1	1
HSPA5	HYOU1	1
HSPA5	OS9	1
HSPA5	P4HB	1
HSPA5	PDIA3	1
HSPA5	PDIA6	1
HSPA5	PPIB	1
HSPA5	PRNP	1
HSPA5	SEL1L	1
HSPA8	HSPA9	1
HSPA8	HSPB1	1
HSPA8	HSPBP1	1
HSPA8	HSPD1	1
HSPA8	HSPH1	1
HSPA8	LAMP2	1
HSPA8	MAGOH	1
HSPA8	PABPC1	1
HSPA8	PACSIN1	1
HSPA8	PACSIN2	1
HSPA8	PACSIN3	1
HSPA8	POLR2B	1
HSPA8	RNPS1	1
HSPA8	SF3A1	1
HSPA8	SF3A2	1
HSPA8	SF3A3	1
HSPA8	SF3B3	1
HSPA8	SGTA	1
HSPA8	SNW1	1
HSPA8	SRRT	1
HSPA8	STUB1	1
HSPA8	U2AF2	1
HSPA8	VAMP2	1
HSPA9	HSPD1	1
HSPA9	HSPE1	1
HSPA9	ITPR1	1
HSPA9	TIMM44	1
HSPA9	TP53	1
HSPA9	VDAC1	1
HSPB11	IFT20	1
HSPB11	IFT22	1
HSPB11	IFT27	1
HSPB11	IFT46	1
HSPB11	IFT52	1
HSPB11	IFT57	1
HSPB11	IFT74	1
HSPB11	IFT81	1
HSPB11	IFT88	1
HSPB11	TTC26	1
HSPB11	TTC30A	1
HSPB11	TTC30B	1
HSPD1	HSPE1	1
HSPD1	TIMM44	1
HSPD1	TLR1	1
HSPG2	ITGA2	1
HSPG2	ITGB1	1
HSPG2	KDR	1
HSPG2	LAMA1	1
HSPG2	NID1	1
HSPG2	NID2	1
HSPG2	PDGFA	1
HSPG2	PDGFB	1
HSPG2	TTR	1
HTATSF1	SF3A2	1
HTATSF1	SNRPA1	1
HTN1	HTN3	1
HTR1A	HTR1B	1
HTR1A	HTR1D	1
HTR3A	HTR3B	1
HTR3A	HTR3C	1
HTR3A	HTR3D	1
HTR3A	HTR3E	1
HTRA2	MAPK14	1
HTRA2	PINK1	1
HTRA2	TRAF2	1
HTT	HYPK	1
HTT	PACSIN1	1
HTT	PRPF40A	1
HTT	ZDHHC17	1
HUS1	RAD1	1
HUS1	RAD17	1
HUS1	RAD51	1
HUS1	RAD9A	1
HUS1	RAD9B	1
HUS1	RFC4	1
HUS1	RFC5	1
HUS1	RHNO1	1
HUS1	RPA1	1
HUS1	RPA2	1
HUS1	RPA3	1
HUS1	TIMELESS	1
HUS1	TIPIN	1
HUWE1	MYC	1
HUWE1	RPS27A	1
HUWE1	UBA1	1
HUWE1	UBA52	1
HUWE1	UBB	1
HUWE1	UBC	1
HUWE1	UBE2D1	1
HUWE1	UBE2D2	1
HUWE1	UBE2D3	1
HUWE1	UBE2E3	1
HUWE1	UBE2G1	1
IAPP	RAMP1	1
IAPP	RAMP2	1
ICA1	PICK1	1
ICAM1	ITGAL	1
ICAM1	ITGAM	1
ICAM1	ITGB2	1
ICAM1	MSN	1
ICAM2	ITGAM	1
ICAM2	ITGB2	1
ICAM3	ITGAL	1
ICAM3	ITGB2	1
ICAM4	ITGAM	1
ICAM4	ITGB2	1
ICAM5	ITGAL	1
ICAM5	ITGB2	1
ICE1	ICE2	1
ICE1	NCBP2	1
ICE2	TBP	1
ICOS	PIK3R1	1
ID1	TCF4	1
ID2	RB1	1
ID2	TCF3	1
ID2	TCF4	1
ID4	OLIG1	1
ID4	TCF4	1
IDE	IGF2	1
IDE	INS	1
IDH1	IDH2	1
IDH1	IDH3A	1
IDH1	IDH3B	1
IDH1	IDH3G	1
IDH2	IDH3A	1
IDH2	IDH3B	1
IDH2	IDH3G	1
IDH3A	IDH3B	1
IDH3A	IDH3G	1
IDH3B	IDH3G	1
IER3	MAPK1	1
IER3	MAPK3	1
IER3	PPP2CA	1
IER3	PPP2R5B	1
IER3	PPP2R5C	1
IFI16	PYCARD	1
IFIH1	IKBKE	1
IFIH1	MAVS	1
IFIH1	NLRC5	1
IFIH1	PCBP2	1
IFIT1	IFIT2	1
IFIT1	IFIT3	1
IFIT2	IFIT3	1
IFNA1	IFNAR1	1
IFNA1	IFNAR2	1
IFNA2	IFNAR1	1
IFNA2	IFNAR2	1
IFNA8	IFNAR1	1
IFNA8	IFNAR2	1
IFNAR1	IFNAR2	1
IFNAR1	IFNB1	1
IFNAR1	JAK1	1
IFNAR1	SOCS1	1
IFNAR1	STAT1	1
IFNAR1	STAT2	1
IFNAR1	TYK2	1
IFNAR2	IFNB1	1
IFNAR2	JAK1	1
IFNAR2	STAT1	1
IFNAR2	STAT2	1
IFNAR2	TYK2	1
IFNG	IFNGR1	1
IFNG	IFNGR2	1
IFNG	RUNX1	1
IFNGR1	IFNGR2	1
IFNGR1	JAK1	1
IFNGR1	JAK2	1
IFNGR1	SOCS1	1
IFNGR1	STAT1	1
IFNGR2	JAK2	1
IFNL1	IFNLR1	1
IFNL2	IFNLR1	1
IFNL2	IL10RB	1
IFNL3	IFNLR1	1
IFNL3	IL10RB	1
IFNLR1	IL10RB	1
IFNLR1	JAK1	1
IFT122	IFT140	1
IFT122	IFT43	1
IFT122	TTC21B	1
IFT122	TULP3	1
IFT122	WDR19	1
IFT122	WDR35	1
IFT140	IFT43	1
IFT140	TTC21B	1
IFT140	TULP3	1
IFT140	WDR19	1
IFT140	WDR35	1
IFT20	IFT22	1
IFT20	IFT27	1
IFT20	IFT46	1
IFT20	IFT52	1
IFT20	IFT57	1
IFT20	IFT74	1
IFT20	IFT81	1
IFT20	IFT88	1
IFT20	KIF3B	1
IFT20	TRAF3IP1	1
IFT20	TTC26	1
IFT20	TTC30A	1
IFT20	TTC30B	1
IFT22	IFT27	1
IFT22	IFT46	1
IFT22	IFT52	1
IFT22	IFT57	1
IFT22	IFT74	1
IFT22	IFT81	1
IFT22	IFT88	1
IFT22	TTC26	1
IFT22	TTC30A	1
IFT22	TTC30B	1
IFT27	IFT46	1
IFT27	IFT52	1
IFT27	IFT57	1
IFT27	IFT74	1
IFT27	IFT81	1
IFT27	IFT88	1
IFT27	TRAF3IP1	1
IFT27	TTC26	1
IFT27	TTC30A	1
IFT27	TTC30B	1
IFT43	TTC21B	1
IFT43	WDR19	1
IFT43	WDR35	1
IFT46	IFT52	1
IFT46	IFT57	1
IFT46	IFT74	1
IFT46	IFT81	1
IFT46	IFT88	1
IFT46	TTC26	1
IFT46	TTC30A	1
IFT46	TTC30B	1
IFT52	IFT57	1
IFT52	IFT74	1
IFT52	IFT81	1
IFT52	IFT88	1
IFT52	TTC26	1
IFT52	TTC30A	1
IFT52	TTC30B	1
IFT57	IFT74	1
IFT57	IFT81	1
IFT57	IFT88	1
IFT57	TRAF3IP1	1
IFT57	TTC26	1
IFT57	TTC30A	1
IFT57	TTC30B	1
IFT74	IFT81	1
IFT74	IFT88	1
IFT74	TRAF3IP1	1
IFT74	TTC26	1
IFT74	TTC30A	1
IFT74	TTC30B	1
IFT81	IFT88	1
IFT81	TTC26	1
IFT81	TTC30A	1
IFT81	TTC30B	1
IFT88	TRAF3IP1	1
IFT88	TTC26	1
IFT88	TTC30A	1
IFT88	TTC30B	1
IGBP1	PPP2CA	1
IGBP1	PPP2CB	1
IGBP1	PPP4C	1
IGBP1	PPP6C	1
IGBP1	TIPRL	1
IGF1	IGF1R	1
IGF1	IGFALS	1
IGF1	IGFBP1	1
IGF1	IGFBP2	1
IGF1	IGFBP3	1
IGF1	IGFBP4	1
IGF1	IGFBP5	1
IGF1	IGFBP6	1
IGF1	INSR	1
IGF1R	IGF2	1
IGF1R	INS	1
IGF1R	INSR	1
IGF1R	IRS1	1
IGF1R	IRS2	1
IGF1R	IRS4	1
IGF1R	PIK3R1	1
IGF1R	PIK3R2	1
IGF1R	PIK3R3	1
IGF1R	PTPN1	1
IGF1R	PTPN11	1
IGF1R	SHC1	1
IGF1R	SOCS2	1
IGF1R	SRC	1
IGF2	IGF2R	1
IGF2	IGFBP1	1
IGF2	IGFBP2	1
IGF2	IGFBP3	1
IGF2	IGFBP4	1
IGF2	IGFBP5	1
IGF2	IGFBP6	1
IGF2	INSR	1
IGF2BP1	SYNCRIP	1
IGF2BP1	YBX1	1
IGF2R	PLIN3	1
IGF2R	RAB5A	1
IGF2R	RAB5C	1
IGF2R	RAB9A	1
IGFALS	IGFBP3	1
IGFALS	IGFBP5	1
IGFBP3	PLG	1
IGFBP3	TF	1
IGFBP4	LRP6	1
IGFBP7	JUN	1
IGLL1	IGLL5	1
IGLL5	MIS12	1
IHH	PTCH1	1
IHH	PTCH2	1
IK	LSM2	1
IK	LSM3	1
IK	LSM8	1
IK	PHF5A	1
IK	PRPF3	1
IK	PRPF31	1
IK	PRPF38A	1
IK	PRPF6	1
IK	PRPF8	1
IK	SART1	1
IK	SF3B1	1
IK	SF3B3	1
IK	SF3B5	1
IK	SMU1	1
IK	SNRNP40	1
IK	SNRPA1	1
IK	SNRPB	1
IK	SNRPB2	1
IK	SNRPD1	1
IK	SNRPD2	1
IK	SNRPD3	1
IK	SNRPE	1
IK	SNRPG	1
IK	WBP4	1
IKBKB	IKBKG	1
IKBKB	IRAK1	1
IKBKB	MALT1	1
IKBKB	MAP3K1	1
IKBKB	MAP3K14	1
IKBKB	MAP3K3	1
IKBKB	MAP3K7	1
IKBKB	MAVS	1
IKBKB	NFKB1	1
IKBKB	NFKB2	1
IKBKB	NFKBIA	1
IKBKB	NFKBIB	1
IKBKB	NGFR	1
IKBKB	PRKCA	1
IKBKB	RIPK1	1
IKBKB	SHARPIN	1
IKBKB	SQSTM1	1
IKBKB	TNF	1
IKBKB	TNFAIP3	1
IKBKB	TNFRSF1A	1
IKBKB	TRAF2	1
IKBKB	TRAF6	1
IKBKB	TRIM40	1
IKBKB	TSC1	1
IKBKE	IKBKG	1
IKBKE	IRF3	1
IKBKE	IRF7	1
IKBKE	MAVS	1
IKBKE	SUMO1	1
IKBKE	TANK	1
IKBKE	TAX1BP1	1
IKBKE	TBK1	1
IKBKE	TICAM1	1
IKBKE	TNFAIP3	1
IKBKE	TRAF2	1
IKBKE	TRAF3	1
IKBKE	TRAF6	1
IKBKG	IRAK1	1
IKBKG	MALT1	1
IKBKG	MAP3K14	1
IKBKG	MAP3K7	1
IKBKG	MAVS	1
IKBKG	NFKB1	1
IKBKG	NFKBIA	1
IKBKG	NFKBIB	1
IKBKG	NOD2	1
IKBKG	RBCK1	1
IKBKG	RIPK1	1
IKBKG	RIPK2	1
IKBKG	RNF31	1
IKBKG	SHARPIN	1
IKBKG	SQSTM1	1
IKBKG	SUMO1	1
IKBKG	TAB2	1
IKBKG	TAB3	1
IKBKG	TANK	1
IKBKG	TBK1	1
IKBKG	TLR3	1
IKBKG	TNF	1
IKBKG	TNFAIP3	1
IKBKG	TNFRSF1A	1
IKBKG	TRAF2	1
IKBKG	TRAF3	1
IKBKG	TRAF6	1
IKBKG	TRIM40	1
IKBKG	UBB	1
IKBKG	USP7	1
IL10	IL10RA	1
IL10	IL10RB	1
IL10	STAT3	1
IL10RA	IL10RB	1
IL10RA	JAK1	1
IL10RB	IL22	1
IL10RB	IL22RA1	1
IL11	IL11RA	1
IL11	IL6ST	1
IL12A	IL12B	1
IL12A	IL12RB1	1
IL12A	IL12RB2	1
IL12B	IL12RB1	1
IL12B	IL12RB2	1
IL12B	IL23A	1
IL12B	IL23R	1
IL12B	RELA	1
IL12RB1	IL12RB2	1
IL12RB1	IL23A	1
IL12RB1	IL23R	1
IL12RB1	STAT4	1
IL12RB2	JAK2	1
IL12RB2	STAT4	1
IL13	IL13RA1	1
IL13	IL13RA2	1
IL13	IL4R	1
IL13RA1	IL4	1
IL13RA1	IL4R	1
IL13RA1	TYK2	1
IL13RA2	JAK1	1
IL15	IL15RA	1
IL15	IL2RB	1
IL15	IL2RG	1
IL15	STAT5A	1
IL15	STAT5B	1
IL15RA	IL2RB	1
IL15RA	IL2RG	1
IL17A	IL17F	1
IL17A	IL17RA	1
IL17F	IL17RA	1
IL18	IL18BP	1
IL18	IL18R1	1
IL18	IL18RAP	1
IL18BP	IL37	1
IL18R1	IL18RAP	1
IL18R1	IL37	1
IL19	IL20RA	1
IL19	IL20RB	1
IL1A	IL1R1	1
IL1A	IL1R2	1
IL1A	IL1RAP	1
IL1B	IL1R1	1
IL1B	IL1R2	1
IL1B	IL1RAP	1
IL1R1	IL1RAP	1
IL1R1	IL1RN	1
IL1R1	IRAK1	1
IL1R1	IRAK2	1
IL1R1	IRAK4	1
IL1R1	MYD88	1
IL1R1	PIK3R1	1
IL1R1	TICAM2	1
IL1R1	TOLLIP	1
IL1R1	TRAF6	1
IL1R2	IL1RN	1
IL1RAP	IRAK1	1
IL1RAP	MYD88	1
IL1RAP	PIK3R1	1
IL1RAP	TICAM2	1
IL1RAP	TOLLIP	1
IL1RAP	TRAF6	1
IL1RAPL1	NCS1	1
IL1RAPL1	PTPRD	1
IL1RL1	IL33	1
IL1RL1	IRAK1	1
IL1RL1	IRAK4	1
IL1RL1	MYD88	1
IL1RL1	TRAF6	1
IL2	IL2RA	1
IL2	IL2RB	1
IL2	IL2RG	1
IL2	JUN	1
IL2	NFATC1	1
IL2	NFATC2	1
IL2	RELA	1
IL2	RUNX1	1
IL2	SHC1	1
IL20	IL20RA	1
IL20	IL20RB	1
IL20	IL22RA1	1
IL20RA	IL20RB	1
IL20RA	STAT3	1
IL20RB	IL22RA1	1
IL21	IL21R	1
IL21	IL2RG	1
IL21R	JAK1	1
IL22	IL22RA1	1
IL22	IL22RA2	1
IL22RA1	STAT3	1
IL23A	IL23R	1
IL23R	JAK2	1
IL23R	STAT3	1
IL27	IL27RA	1
IL27RA	JAK1	1
IL27RA	STAT1	1
IL2RA	IL2RB	1
IL2RA	IL2RG	1
IL2RA	STAT5A	1
IL2RA	STAT5B	1
IL2RB	IL2RG	1
IL2RB	JAK1	1
IL2RB	JAK2	1
IL2RB	JAK3	1
IL2RB	LCK	1
IL2RB	PIK3R1	1
IL2RB	PTPN6	1
IL2RB	SHC1	1
IL2RB	SOCS1	1
IL2RB	SOCS3	1
IL2RB	STAT3	1
IL2RB	STAT5A	1
IL2RB	STAT5B	1
IL2RB	SYK	1
IL2RG	IL4	1
IL2RG	IL4R	1
IL2RG	IL7	1
IL2RG	IL7R	1
IL2RG	IL9R	1
IL2RG	JAK1	1
IL2RG	JAK2	1
IL2RG	JAK3	1
IL2RG	SHC1	1
IL2RG	STAT1	1
IL2RG	STAT5A	1
IL3	IL3RA	1
IL3	PIK3CA	1
IL3	PIK3CD	1
IL32	PRTN3	1
IL33	USP21	1
IL37	SMAD3	1
IL3RA	JAK1	1
IL3RA	JAK2	1
IL4	IL4R	1
IL4R	INPP5D	1
IL4R	IRS1	1
IL4R	IRS2	1
IL4R	JAK1	1
IL4R	JAK2	1
IL4R	JAK3	1
IL4R	PTPN6	1
IL4R	SHC1	1
IL4R	SOCS5	1
IL4R	STAT6	1
IL4R	TYK2	1
IL5	IL5RA	1
IL5RA	JAK1	1
IL5RA	JAK2	1
IL5RA	SDCBP	1
IL5RA	UNC119	1
IL6	IL6R	1
IL6	IL6ST	1
IL6	RELA	1
IL6R	IL6ST	1
IL6R	JAK1	1
IL6R	STAT3	1
IL6ST	JAK1	1
IL6ST	JAK2	1
IL6ST	LIF	1
IL6ST	LIFR	1
IL6ST	OSM	1
IL6ST	OSMR	1
IL6ST	SOCS3	1
IL6ST	STAT1	1
IL6ST	STAT3	1
IL6ST	TYK2	1
IL7	IL7R	1
IL7R	JAK1	1
IL7R	JAK3	1
IL7R	PIK3R1	1
IL7R	STAT3	1
IL7R	STAT5A	1
IL7R	STAT5B	1
IL7R	TSLP	1
IL9	IL9R	1
IL9R	JAK1	1
ILF2	ILF3	1
ILF3	XPO5	1
ILK	ILKAP	1
ILK	ITGA5	1
ILK	ITGAV	1
ILK	ITGB1	1
ILK	ITGB3	1
ILK	LIMS1	1
ILK	NCK2	1
ILK	PARVA	1
ILK	PARVB	1
ILK	PARVG	1
ILK	PXN	1
ILK	RICTOR	1
ILK	RSU1	1
IMMT	MTX1	1
IMMT	MTX2	1
IMMT	SAMM50	1
IMP3	MPHOSPH10	1
IMP3	NOL10	1
IMP3	PWP2	1
IMP3	RPS13	1
IMP3	RPS15A	1
IMP3	RPS6	1
IMP3	RPSA	1
IMP3	RRP9	1
IMP3	UTP3	1
IMP4	MPHOSPH10	1
IMP4	NAT10	1
IMP4	NOL10	1
IMP4	NOP56	1
IMP4	RPS6	1
IMP4	UTP3	1
IMP4	WDR46	1
IMPA1	IMPA2	1
IMPDH1	IMPDH2	1
INCENP	PLK1	1
ING1	SIN3A	1
ING2	RBBP4	1
ING2	RBBP7	1
ING2	SAP30	1
ING2	SAP30L	1
ING2	SIN3A	1
ING2	SIN3B	1
ING2	SUDS3	1
ING2	SUMO1	1
ING2	TP53	1
ING3	KAT5	1
ING3	MEAF6	1
ING3	MORF4L1	1
ING3	MORF4L2	1
ING3	MRGBP	1
ING3	RUVBL1	1
ING3	RUVBL2	1
ING3	TRRAP	1
ING3	VPS72	1
ING3	YEATS4	1
ING4	JADE1	1
ING4	JADE2	1
ING4	JADE3	1
ING4	KAT7	1
ING4	MEAF6	1
ING5	JADE1	1
ING5	JADE2	1
ING5	JADE3	1
ING5	KAT6A	1
ING5	KAT6B	1
ING5	KAT7	1
ING5	MEAF6	1
ING5	TP53	1
INHA	INHBA	1
INHA	INHBB	1
INHA	TGFBR3	1
INHBA	INHBB	1
INIP	INTS3	1
INIP	NABP1	1
INIP	NABP2	1
INO80	INO80B	1
INO80	INO80C	1
INO80	MCRS1	1
INO80	RUVBL1	1
INO80	RUVBL2	1
INO80	TFPT	1
INO80	UCHL5	1
INO80	YY1	1
INO80B	INO80C	1
INO80B	MCRS1	1
INO80B	RUVBL1	1
INO80B	RUVBL2	1
INO80B	TFPT	1
INO80B	UCHL5	1
INO80B	YY1	1
INO80C	MCRS1	1
INO80C	RUVBL1	1
INO80C	RUVBL2	1
INO80C	TFPT	1
INO80C	UCHL5	1
INO80C	WDR5	1
INO80C	YY1	1
INPP4A	PIK3R1	1
INPP5B	OCRL	1
INPP5D	JAK1	1
INPP5D	JAK3	1
INPP5D	MET	1
INPP5D	PECAM1	1
INPP5D	PIK3R1	1
INPP5D	PTPN11	1
INPP5D	SHC1	1
INPPL1	MET	1
INPPL1	SHC1	1
INS	INSR	1
INSIG1	INSIG2	1
INSIG1	SCAP	1
INSIG1	SREBF2	1
INSIG2	SCAP	1
INSIG2	SREBF2	1
INSL3	RXFP2	1
INSR	IRS1	1
INSR	IRS2	1
INSR	PIK3R1	1
INSR	PIK3R3	1
INSR	PTPN1	1
INSR	PTPN11	1
INSR	SHC1	1
INSR	SOCS1	1
INSR	SOCS2	1
INSR	SOCS3	1
INSR	SORBS1	1
INTS10	INTS12	1
INTS10	INTS2	1
INTS10	INTS3	1
INTS10	INTS4	1
INTS10	INTS5	1
INTS10	INTS6	1
INTS10	INTS7	1
INTS10	INTS8	1
INTS10	INTS9	1
INTS10	POLR2A	1
INTS10	POLR2B	1
INTS10	POLR2C	1
INTS10	POLR2D	1
INTS10	POLR2E	1
INTS10	POLR2H	1
INTS12	INTS3	1
INTS12	INTS5	1
INTS12	INTS6	1
INTS12	POLR2C	1
INTS2	INTS3	1
INTS2	INTS5	1
INTS2	INTS6	1
INTS2	INTS7	1
INTS2	INTS8	1
INTS2	POLR2C	1
INTS3	INTS4	1
INTS3	INTS5	1
INTS3	INTS6	1
INTS3	INTS7	1
INTS3	INTS8	1
INTS3	INTS9	1
INTS3	NABP1	1
INTS3	NABP2	1
INTS3	POLR2A	1
INTS3	POLR2B	1
INTS3	POLR2C	1
INTS3	POLR2D	1
INTS3	POLR2E	1
INTS3	POLR2G	1
INTS3	POLR2H	1
INTS3	POLR2J	1
INTS3	RPAP2	1
INTS4	INTS5	1
INTS4	INTS6	1
INTS4	INTS9	1
INTS4	RPAP2	1
INTS5	INTS6	1
INTS5	INTS7	1
INTS5	INTS8	1
INTS5	INTS9	1
INTS5	NABP1	1
INTS5	NABP2	1
INTS5	NCBP1	1
INTS5	POLR2A	1
INTS5	POLR2B	1
INTS5	POLR2C	1
INTS5	POLR2D	1
INTS5	POLR2E	1
INTS5	POLR2G	1
INTS5	POLR2H	1
INTS5	POLR2J	1
INTS5	POLR2K	1
INTS5	POLR2L	1
INTS6	INTS7	1
INTS6	INTS8	1
INTS6	INTS9	1
INTS6	NABP1	1
INTS6	NABP2	1
INTS6	NCBP1	1
INTS6	POLR2A	1
INTS6	POLR2B	1
INTS6	POLR2C	1
INTS6	POLR2D	1
INTS6	POLR2E	1
INTS6	POLR2G	1
INTS6	POLR2H	1
INTS6	POLR2J	1
INTS6	POLR2L	1
INTS7	INTS8	1
INTS7	RPAP2	1
INVS	NPHP1	1
INVS	NPHP4	1
IPO11	RPL12	1
IPO11	UBE2E3	1
IPO5	RAN	1
IPO7	RAN	1
IQCB1	MAPRE1	1
IQCB1	PAFAH1B1	1
IQCB1	TUBA1A	1
IQCB1	TUBA4A	1
IQCB1	TUBB	1
IQCB1	TUBB4B	1
IQGAP1	KDR	1
IQGAP1	MAP2K1	1
IQGAP1	MAP2K2	1
IQGAP1	MAPK1	1
IQGAP1	MAPK3	1
IQGAP1	MEN1	1
IQGAP1	MPRIP	1
IQGAP1	NPHS1	1
IQGAP1	PRKACA	1
IQGAP1	RAC1	1
IQGAP1	RAP1A	1
IQGAP1	SRC	1
IQGAP1	WASL	1
IQGAP2	RAC1	1
IQGAP3	RAC1	1
IRAK1	IRAK2	1
IRAK1	IRAK3	1
IRAK1	IRAK4	1
IRAK1	IRF7	1
IRAK1	MAP3K3	1
IRAK1	MAP3K7	1
IRAK1	MYD88	1
IRAK1	PELI1	1
IRAK1	PELI2	1
IRAK1	PELI3	1
IRAK1	PRKCI	1
IRAK1	PRKCZ	1
IRAK1	RIPK2	1
IRAK1	SQSTM1	1
IRAK1	TAB2	1
IRAK1	TIRAP	1
IRAK1	TLR2	1
IRAK1	TLR4	1
IRAK1	TLR9	1
IRAK1	TOLLIP	1
IRAK1	TRAF6	1
IRAK2	IRAK3	1
IRAK2	IRAK4	1
IRAK2	MYD88	1
IRAK2	TIRAP	1
IRAK2	TLR4	1
IRAK2	TOLLIP	1
IRAK2	TRAF6	1
IRAK3	IRAK4	1
IRAK3	MYD88	1
IRAK3	TRAF6	1
IRAK4	MYD88	1
IRAK4	PELI1	1
IRAK4	PELI2	1
IRAK4	PELI3	1
IRAK4	TICAM2	1
IRAK4	TIRAP	1
IRAK4	TLR4	1
IRAK4	TRAF6	1
IRF1	IRF2	1
IRF1	KAT2B	1
IRF1	RELA	1
IRF1	SMARCA4	1
IRF1	STAT1	1
IRF1	STAT3	1
IRF2	IRF2BP2	1
IRF2	KAT2B	1
IRF2	RELA	1
IRF2	STAT1	1
IRF3	IRF5	1
IRF3	IRF7	1
IRF3	JUN	1
IRF3	MAVS	1
IRF3	PIN1	1
IRF3	POLR2A	1
IRF3	RELA	1
IRF3	TANK	1
IRF3	TBK1	1
IRF3	TICAM1	1
IRF3	TICAM2	1
IRF3	TRAF3	1
IRF3	TRIM26	1
IRF4	MYD88	1
IRF4	NFATC2	1
IRF4	PRDM1	1
IRF4	SPI1	1
IRF4	SPIB	1
IRF5	IRF6	1
IRF5	KAT2B	1
IRF5	RELA	1
IRF7	KAT2B	1
IRF7	MAVS	1
IRF7	MYD88	1
IRF7	SMAD3	1
IRF7	SMAD4	1
IRF7	TANK	1
IRF7	TBK1	1
IRF7	TICAM1	1
IRF7	TICAM2	1
IRF7	TRAF6	1
IRF8	SPI1	1
IRF8	ZBTB17	1
IRF9	STAT1	1
IRF9	STAT2	1
IRF9	STAT3	1
IRS1	IRS2	1
IRS1	JAK1	1
IRS1	JAK2	1
IRS1	JAK3	1
IRS1	MAPK8	1
IRS1	NCK2	1
IRS1	NTRK1	1
IRS1	PIK3CA	1
IRS1	PIK3CB	1
IRS1	PIK3R1	1
IRS1	PIK3R2	1
IRS1	PIK3R3	1
IRS1	PTPN1	1
IRS1	PTPN11	1
IRS1	SH2B1	1
IRS1	SHC1	1
IRS1	SIRT1	1
IRS1	SOCS1	1
IRS1	SOCS3	1
IRS2	JAK1	1
IRS2	JAK2	1
IRS2	JAK3	1
IRS2	NTRK1	1
IRS2	PIK3CA	1
IRS2	PIK3CD	1
IRS2	PIK3R1	1
IRS2	PIK3R2	1
IRS2	PIK3R3	1
IRS2	PTPN11	1
IRS2	SOCS1	1
IRS2	SOCS3	1
IRS4	PIK3R1	1
ISCU	LYRM4	1
ISCU	NFS1	1
ISG15	NEDD4	1
ISG15	PPM1B	1
ISG15	TRIM25	1
ISG15	UBA7	1
ISG15	UBE2N	1
ISG15	USP18	1
ISL1	LDB1	1
ISL1	LHX3	1
ISL1	LHX4	1
ISL1	SSBP3	1
ISY1	PLRG1	1
ISY1	PRPF19	1
ISY1	PRPF8	1
ISY1	SF3A1	1
ISY1	SNRPA1	1
ISY1	SYF2	1
ISY1	XAB2	1
ITCH	MAVS	1
ITCH	NOTCH1	1
ITCH	NUMB	1
ITCH	PCBP2	1
ITCH	RNF11	1
ITCH	TP73	1
ITCH	UBA1	1
ITCH	UBA6	1
ITCH	UBB	1
ITCH	UBC	1
ITCH	UBE2D1	1
ITCH	UBE2D2	1
ITCH	UBE2D3	1
ITCH	UBE2E1	1
ITCH	UBE2E2	1
ITCH	UBE2E3	1
ITCH	UBE2G1	1
ITCH	UBE2J2	1
ITCH	UBE2K	1
ITCH	UBE2L3	1
ITCH	UBE2M	1
ITGA1	ITGB1	1
ITGA1	LAMA1	1
ITGA1	PTPN2	1
ITGA1	TLN1	1
ITGA10	ITGB1	1
ITGA11	ITGB1	1
ITGA2	ITGB1	1
ITGA2	LAMA1	1
ITGA2B	ITGB3	1
ITGA2B	TLN1	1
ITGA2B	VWF	1
ITGA3	ITGB1	1
ITGA3	ITGB4	1
ITGA3	ITGB5	1
ITGA4	ITGAV	1
ITGA4	ITGB1	1
ITGA4	ITGB3	1
ITGA4	ITGB7	1
ITGA4	MADCAM1	1
ITGA4	PTK2	1
ITGA4	PXN	1
ITGA4	TLN1	1
ITGA4	VCAM1	1
ITGA4	YWHAZ	1
ITGA5	ITGB1	1
ITGA5	ITGB3	1
ITGA5	ITGB5	1
ITGA5	L1CAM	1
ITGA5	SPP1	1
ITGA5	TLN1	1
ITGA6	ITGB1	1
